scene,speed
seq_eth,3.8770156048177085
seq_eth,2.837500000000002
seq_eth,2.241929972144536
seq_eth,2.316246964380094
seq_eth,2.0284307358152507
seq_eth,2.0632574366762846
seq_eth,1.9811612756158958
seq_eth,1.8512242570796245
seq_eth,1.6564740414506929
seq_eth,1.5825710884506883
seq_eth,1.3084461204038955
seq_eth,1.181167325149153
seq_eth,0.8555882479323815
seq_eth,0.7186141175902397
seq_eth,1.150067932776148
seq_eth,1.4582738083089886
seq_eth,1.833371211729911
seq_eth,1.9381047443314314
seq_eth,1.9846677933598837
seq_eth,2.057455953355987
seq_eth,2.0982879926263744
seq_eth,2.0975059594671026
seq_eth,1.969295559330796
seq_eth,1.4391837964624272
seq_eth,1.849493173818169
seq_eth,2.1630779574485945
seq_eth,2.087537424814224
seq_eth,2.025617189895467
seq_eth,1.9750395565658911
seq_eth,2.0375383431974945
seq_eth,1.8732074764958655
seq_eth,1.7062385530751556
seq_eth,1.5383127932901055
seq_eth,1.169201116147259
seq_eth,0.8882919002219918
seq_eth,1.1625672023586435
seq_eth,1.4577379737113239
seq_eth,1.4357054015361232
seq_eth,1.7922140636653856
seq_eth,2.0236878464822565
seq_eth,2.1584499646737285
seq_eth,2.194773621583787
seq_eth,2.071533248586658
seq_eth,2.4781545553092506
seq_eth,2.603633278708812
seq_eth,2.6211280968315918
seq_eth,2.571295879512896
seq_eth,2.554407954888961
seq_eth,2.7056653525519363
seq_eth,2.7139109233723953
seq_eth,2.5001249968751544
seq_eth,2.7056076027391667
seq_eth,2.708551273282456
seq_eth,2.5101045794946453
seq_eth,2.4064042158374015
seq_eth,2.302071078398751
seq_eth,2.3303701422735377
seq_eth,2.4781545553092506
seq_eth,2.6119915773217945
seq_eth,2.6311238093255906
seq_eth,2.595217958091381
seq_eth,2.6285987236548687
seq_eth,2.6002704186295698
seq_eth,2.575485391144746
seq_eth,2.5124999999999984
seq_eth,2.5786685033171657
seq_eth,2.621128096831594
seq_eth,2.641761959374839
seq_eth,2.4872487310279245
seq_eth,2.276682070470094
seq_eth,2.3476051627136933
seq_eth,2.338402232294518
seq_eth,2.30166380038441
seq_eth,2.27843147801289
seq_eth,2.220430701463118
seq_eth,2.11874078169086
seq_eth,2.1419179489420253
seq_eth,2.12632311749649
seq_eth,1.9510013454634019
seq_eth,2.0250385798794044
seq_eth,2.0662844068520676
seq_eth,1.7288905402020118
seq_eth,1.4792840329024037
seq_eth,1.5127065974603275
seq_eth,1.5521154918368654
seq_eth,1.3152946437965896
seq_eth,1.5026019100214179
seq_eth,1.6020007022470402
seq_eth,1.3729530217745967
seq_eth,3.3657280044590614
seq_eth,3.2720645241192883
seq_eth,3.2547081282351593
seq_eth,3.2887117538635064
seq_eth,3.1723660334204857
seq_eth,3.2245639240058463
seq_eth,3.238826948140327
seq_eth,3.1219485101455513
seq_eth,2.9822652883336898
seq_eth,2.87793328623163
seq_eth,2.7597554239461126
seq_eth,2.43506288419827
seq_eth,2.2644673766694017
seq_eth,2.4429106614855955
seq_eth,2.301426188258053
seq_eth,2.4082215948703767
seq_eth,2.743287261662552
seq_eth,2.3054961505064346
seq_eth,2.2624999999999975
seq_eth,2.6315394733881514
seq_eth,2.478438268345614
seq_eth,2.393513369505175
seq_eth,2.431691797905318
seq_eth,2.298267010162221
seq_eth,2.1286732957407977
seq_eth,1.9347561215822513
seq_eth,1.8080116841436644
seq_eth,1.755348968154193
seq_eth,1.679657703224082
seq_eth,2.4577682966463805
seq_eth,1.956918815382999
seq_eth,1.5665447647609674
seq_eth,1.382931668593931
seq_eth,0.9382497002397603
seq_eth,1.2921034207833448
seq_eth,1.9505207637961708
seq_eth,2.2296300141503282
seq_eth,2.0830416462471386
seq_eth,1.9097202020191315
seq_eth,1.8951005909977465
seq_eth,1.850084457531603
seq_eth,1.8235010967915528
seq_eth,1.8553975315279503
seq_eth,1.779615478130036
seq_eth,1.8495354146379563
seq_eth,1.9053378965422378
seq_eth,1.8616189191131454
seq_eth,1.8562394780846634
seq_eth,1.8001736027394755
seq_eth,1.7257244855422367
seq_eth,1.740375318717202
seq_eth,1.6811919134947066
seq_eth,1.6260093019414112
seq_eth,1.5456086988626827
seq_eth,1.589024858207073
seq_eth,1.7945229171008106
seq_eth,1.8783303756261833
seq_eth,1.9152757634346
seq_eth,1.9216285411077747
seq_eth,1.9271903123459333
seq_eth,1.8209286779003737
seq_eth,1.796176494668605
seq_eth,1.903943276465981
seq_eth,1.8710374795818476
seq_eth,1.87057811919203
seq_eth,1.8858022165646093
seq_eth,1.9824621686176003
seq_eth,2.2137708214718237
seq_eth,2.3033942346025
seq_eth,1.3308831654206137
seq_eth,1.931320791582795
seq_eth,2.2529494557135505
seq_eth,1.8439088914585822
seq_eth,1.8616608848015275
seq_eth,1.8045948298717889
seq_eth,1.837329924101818
seq_eth,1.949238633415621
seq_eth,1.929054172386047
seq_eth,1.882900023899306
seq_eth,1.8064554381439906
seq_eth,1.7765838004439902
seq_eth,1.8116377259264604
seq_eth,1.7993922585139661
seq_eth,1.7706372440452036
seq_eth,1.820027472320128
seq_eth,1.773150444829773
seq_eth,1.6660207081546194
seq_eth,2.0550243307562064
seq_eth,1.80783883407786
seq_eth,1.648341969980742
seq_eth,1.75231989088751
seq_eth,1.7124999999999986
seq_eth,1.8579642757598975
seq_eth,1.9664768623098503
seq_eth,1.7037183599409824
seq_eth,1.788199163963572
