frame,t,follower,leader,dist,lateral,angle,v_follower,v_leader,_seg,scene
30,1.2,1,2,2.528261890704512,0.5762592954982824,13.175059662752863,0.975815948346404,0.94633642223224,1,students03
40,1.6,1,2,2.4838957582572947,0.3795891169380957,8.790389124437592,1.0361774880912529,1.0358966759188208,1,students03
50,2.0,1,2,2.459167901448439,0.1801514788737083,4.20108527112686,1.0788696234910744,1.1075488049592532,1,students03
60,2.4,1,2,2.442471438651833,0.04185049397552387,0.981781806847896,1.0788696234876176,1.1100335857321153,1,students03
70,2.8,1,2,2.4330530365489405,0.04520639525412029,1.064623198632841,1.0720105243698101,1.1189808059868198,1,students03
80,3.2,1,2,2.4372196559408663,0.12250569890040525,2.8811594791562407,1.0651031417808425,1.1257868722483733,1,students03
90,3.6,1,2,2.4496554384751783,0.25681987224159575,6.0179012268021665,1.0644302889831532,1.125524912148947,1,students03
180,7.2,3,15,1.5299865136066266,0.4167442276959683,15.806192954479119,0.7929395921750008,0.4327254894723252,3,students03
190,7.6,3,15,1.4270671530081638,0.5533281289342932,22.813822664545466,0.7083635230076413,0.4742356898886799,3,students03
200,8.0,3,15,1.3619352328165044,0.3335024365797012,14.174383669694336,0.7341593495649263,0.6160810052064333,3,students03
210,8.4,3,15,1.2473668536587712,0.043024296480872026,1.9766435606058426,0.8099160255656597,0.6883412226756308,3,students03
220,8.8,3,15,1.1528048771132566,0.2627292065777835,13.173721378357238,0.7974408985455244,0.6958114556379077,3,students03
240,9.6,3,16,1.0788978000858944,0.16015942030076202,8.53695361259319,0.5175810238674379,0.4208147584837619,4,students03
250,10.0,3,16,0.873363391495328,0.02491645942166887,1.6348311714826598,0.510279464580238,0.42081475848375793,4,students03
260,10.4,3,16,0.7097685864802231,0.23242620309163162,19.11513993173283,0.49322585574855804,0.5653671102472944,4,students03
830,33.2,4,45,2.9204081634577195,0.11214629167797908,2.2007504078865967,0.824019903670274,0.8575421372668067,6,students03
840,33.6,4,45,2.2555514730301396,0.10339341632240862,2.6273321927613456,0.7824341310622531,0.8585996484722985,6,students03
850,34.0,4,45,1.6290572680370285,0.572382083813989,20.570390717461688,0.6691865886959233,0.8413274654751912,6,students03
350,14.0,4,76,1.8054646019907252,0.5507488160450204,17.760900109235667,0.41206489149441383,0.28369999914788085,10,students03
360,14.4,4,76,1.7995242777841989,0.3167586114553479,10.138226586467868,0.2827355820780732,0.28369999913686855,10,students03
370,14.8,4,76,1.802824521390723,0.27737780957045377,8.850532519699058,0.2577212146167593,0.3888255709028748,10,students03
260,10.4,7,77,2.797492147388306,0.040666975702807084,0.8329346513288545,0.8618045691353935,0.6733670469413002,14,students03
270,10.8,7,77,2.2034171918727785,0.22743606621851786,5.924605655942162,0.8707599804715307,0.6918478827629531,14,students03
280,11.2,7,77,1.6471786089244005,0.3875492663125545,13.608167151329553,0.8613415562478351,0.7145402534030684,14,students03
290,11.6,7,77,1.153670905400743,0.546434119653755,28.271369319593877,0.8497433863537658,0.7047777548768652,14,students03
280,11.2,8,77,2.299532102376414,0.5249701123939484,13.196671876250393,0.7928861078180321,0.7145402534030684,21,students03
290,11.6,8,77,1.7661367035935616,0.09807057486451665,3.1831746937973118,0.6964925203926666,0.7047777548768652,21,students03
300,12.0,8,77,1.2700347407896782,0.3164417012743271,14.427803683010211,0.690081114163301,0.6561707735374579,21,students03
220,8.8,9,273,0.7711259577549503,0.28613676494852025,21.78122648882341,0.4992292699173255,0.8756464353554356,24,students03
230,9.2,9,273,0.8326253126226745,0.03166661262667715,2.179612979116311,0.5628469831474341,0.8645661672867989,24,students03
240,9.6,9,273,0.9240894406729177,0.007029095885016767,0.43582514207433004,0.5835471238759082,0.8644794462651691,24,students03
240,9.6,10,11,0.9300197148812573,0.14180352068853927,8.77030676976941,0.5750455631081914,0.9563223350119235,25,students03
250,10.0,10,11,1.0785615603826435,0.28155761931053935,15.132326336481292,0.5750455631081909,0.9419848589899351,25,students03
260,10.4,10,11,1.233555423936106,0.38904219260797046,18.383926042662775,0.6288310762343399,0.936832819224998,25,students03
270,10.8,10,11,1.3504414655349999,0.4781435221678032,20.73612698914879,0.7187179096595694,0.936832819224998,25,students03
280,11.2,10,11,1.4440602903348687,0.5795352801742739,23.66094080571503,0.7549067251115551,0.9020366231398916,25,students03
240,9.6,10,23,1.1088330593996925,0.5156973767921748,27.715475369286313,0.5750455631081914,0.5594227443153575,26,students03
250,10.0,10,23,0.9335542424388648,0.3424270928415721,21.518360036222145,0.5750455631081909,0.5229169288546923,26,students03
260,10.4,10,23,0.7741165273784195,0.18079751358715565,13.506363449747585,0.6288310762343399,0.6369005682495789,26,students03
270,10.8,10,23,0.5913466221629642,0.08957064408473515,8.71206318740964,0.7187179096595694,0.7617328334044915,26,students03
400,16.0,11,10,0.9109840038910023,0.1361610248748687,8.595974741859797,0.3018223861824425,0.6671357370813309,30,students03
410,16.4,11,10,0.9919940472592449,0.15620197782278417,9.059647948499622,0.3081747131138552,0.5791264206304528,30,students03
420,16.8,11,10,1.0760515973785336,0.3108093992245973,16.788668967746847,0.4185641877619833,0.5791264207560408,30,students03
490,19.6,11,420,1.6342164408443938,0.5196715306455245,18.54167257930922,0.5899432084216351,0.6181412655283428,34,students03
500,20.0,11,420,1.46960236237376,0.08933170813992111,3.4849475301850403,0.6454526971707397,0.6182305593554454,34,students03
