frame,t,follower,leader,dist,lateral,angle,v_follower,v_leader,_seg,scene
330,13.2,18,15,1.6574679484080532,0.321304222925445,11.177694725588447,1.8456028825291748,1.8621643992945414,9,seq_eth
340,13.6,18,15,1.7129214809792073,0.14996533409996393,5.022644341362238,2.0471397729515175,2.067947351844334,9,seq_eth
350,14.0,18,15,1.6061133210331078,0.17303370984192545,6.184732030254417,2.255340883325621,1.9753559805766643,9,seq_eth
360,14.4,18,15,1.4516886718577104,0.3088034007813264,12.281806531861365,2.116637959122909,1.895595223142324,9,seq_eth
370,14.8,18,15,1.4669696656713795,0.3046409540052301,11.985658014973636,2.1878214049597444,1.931846590700208,9,seq_eth
380,15.2,18,15,1.2611502686040235,0.22274472927011957,10.172962921623315,2.137536549395122,1.9341099374130732,9,seq_eth
390,15.6,18,15,1.3376471881628582,0.5385156461270137,23.739830090865915,2.1095023109728968,1.962539808513446,9,seq_eth
3520,140.8,71,72,1.2912397143830423,0.00017189789699492697,0.007627572094988774,2.1815275611369698,2.300543414065519,24,seq_eth
3530,141.2,71,72,1.3395894893585871,0.013002305304415263,0.5561322492366111,2.1630779574486487,2.2003195790612438,24,seq_eth
3540,141.6,71,72,1.3200378782444089,0.12744356283956354,5.54027265434126,2.1617411963507247,2.2750343404001323,24,seq_eth
3550,142.0,71,72,1.4303146506975324,0.10299043164863919,4.129181056192976,2.202874542501198,2.4955272488994837,24,seq_eth
3560,142.4,71,72,1.5684705926475009,0.31217317869958505,11.480259578651074,2.139837902739335,2.477208610513016,24,seq_eth
3570,142.8,71,72,1.742440816785466,0.464955792888863,15.476413059599126,2.1910685178698195,2.31981949728857,24,seq_eth
3580,143.2,71,72,1.7013524032369067,0.23062727389210375,7.790729321625747,2.343608329051726,2.240675121475793,24,seq_eth
3540,141.6,71,73,1.5546703830716009,0.457848516589682,17.12748390788034,2.1617411963507247,2.4591982941600747,25,seq_eth
3550,142.0,71,73,1.5719096666157377,0.39278224125172445,14.470164893864169,2.202874542501198,2.44009477274958,25,seq_eth
3560,142.4,71,73,1.676096655924114,0.3538235298247348,12.186806252296503,2.139837902739335,2.519455546343261,25,seq_eth
3570,142.8,71,73,1.795466513193715,0.24189111188331358,7.742617987468598,2.1910685178698195,2.4000325518626195,25,seq_eth
3580,143.2,71,73,1.7555910685578233,0.473415282855303,15.64412383784026,2.343608329051726,2.2455511572886917,25,seq_eth
3940,157.6,87,86,2.0632256299299896,0.22855056379606598,6.359901878026743,2.9172975508164662,3.080609720493611,27,seq_eth
3950,158.0,87,86,2.1287789927561764,0.43153141456870575,11.695659460925803,2.943876058872002,3.0082438814031907,27,seq_eth
3960,158.4,87,86,2.138246945514012,0.42607114922724154,11.493800286413487,2.8795073363337296,2.9231831964486528,27,seq_eth
3970,158.8,87,86,2.139275578320848,0.18916972291462775,5.073120041465992,2.87836759292492,3.0140556149481457,27,seq_eth
3980,159.2,87,86,2.2138653978957255,0.5174608270279301,13.517146893918879,2.9263084680191147,2.9517473638508522,27,seq_eth
3990,159.6,87,86,2.1833002542023396,0.5358991231936979,14.208647499794168,2.824225557564369,2.9674273369367867,27,seq_eth
4150,166.0,92,95,1.8263077506269303,0.4306300207732269,13.63835384454472,2.2876366079427592,2.6322815673859443,28,seq_eth
4160,166.4,92,95,1.8179658962697849,0.12952073791140817,4.08549136703491,2.238058589492208,2.2980970388562474,28,seq_eth
4170,166.8,92,95,1.7607100840285999,0.10893323405158327,3.5470934523491855,2.238756630364321,2.2073740054643785,28,seq_eth
4110,164.4,94,93,1.5430489298787644,0.5765338960655153,21.939844871415662,2.2351244372517294,2.2425222964331613,29,seq_eth
4120,164.8,94,93,1.5008331019803636,0.4040714074530013,15.618536207618932,2.193919153022784,2.287534152750564,29,seq_eth
4130,165.2,94,93,1.5400324671902206,0.29331511157554024,10.97965048830437,2.181527561136968,2.425289931121687,29,seq_eth
4140,165.6,94,93,1.6371316379570702,0.21098049162893887,7.404416612046314,2.1382308692000196,2.412629530201402,29,seq_eth
4150,166.0,94,93,1.7200290695217928,0.15124274673145607,5.044552397345562,2.1480368944689645,2.05460610580225,29,seq_eth
4160,166.4,94,93,1.555409913816933,0.22021066534397984,8.139125458481079,2.0928822828816425,1.9816738505616642,29,seq_eth
4170,166.8,94,93,1.633676834627952,0.163967441452852,5.760311353769123,1.9477952279436719,1.575793450931931,29,seq_eth
