ped,other,frame,t,d_min,turn_deg,lat_other,speed,turn_dir,scene
23,24,560,22.4,0.8381527307120106,12.779155102916206,0.8025028132475934,1.8270963986610003,右,seq_hotel
24,25,540,21.6,0.5770615218501403,11.837827052508544,-0.5764525661106991,0.6791538853603052,左,seq_hotel
24,25,570,22.8,0.5277309920783505,10.126267015967414,-0.5225219416206875,0.8128845243944549,左,seq_hotel
24,25,720,28.8,0.7694153624668538,10.779234613819,-0.7625571524820497,1.0877873183669677,左,seq_hotel
25,24,500,20.0,0.9489467845985886,25.167870149781635,0.5727564927611031,0.7778174593052047,右,seq_hotel
25,24,680,27.2,0.8962700485902672,8.762971839107252,0.8236141472874985,0.9978883955633505,右,seq_hotel
27,24,620,24.8,1.035760590097924,18.29621839303431,1.035713620023751,1.2165525060596418,右,seq_hotel
36,42,1090,43.6,1.0210778618695053,8.541271190741469,0.9070338235644465,1.452261167972212,右,seq_hotel
37,39,1070,42.8,1.1403946685248927,27.95096902789055,-0.2203886571967616,0.37604022391228376,左,seq_hotel
42,38,1110,44.4,0.8052949770115295,24.262033631941733,-0.7639980506595406,1.3316460678423565,左,seq_hotel
53,52,1490,59.6,0.8700000000000001,8.892790611442479,0.8537871422904035,1.821443452320171,右,seq_hotel
54,53,1530,61.2,0.8709190547921205,8.119546433340759,0.7830533095072109,1.6916153522594815,右,seq_hotel
56,57,1720,68.8,0.3794733192202059,11.096143244142809,0.3005102624578934,0.8285906709588291,右,seq_hotel
59,60,1840,73.6,0.7655063683601854,34.84720254235097,-0.733542790054072,1.3271209439986804,左,seq_hotel
59,63,1930,77.2,0.3962322551231791,26.314030748039613,0.3791498483562035,0.8558621384311871,右,seq_hotel
60,63,1860,74.4,0.2899999999999999,17.440761767415523,0.2205471804932663,1.093303480283495,右,seq_hotel
60,59,1940,77.6,0.8668333173107734,35.076194238120365,0.49436276800990914,0.7775160770042019,右,seq_hotel
62,61,1860,74.4,0.6293647591023825,9.042885598554221,0.6047115972560168,1.450484832736975,右,seq_hotel
63,61,1930,77.2,0.9688137075826291,10.837836593484838,0.8437798511136737,1.4467636296230328,右,seq_hotel
68,69,2150,86.0,0.5341348144429454,8.715018235552463,0.42870460703778623,1.8631710200622764,右,seq_hotel
71,72,2860,114.4,0.7912016177940995,11.290173038254807,-0.7865468280238301,1.5227955378185252,左,seq_hotel
71,72,2900,116.0,0.7792945527847607,11.532216889469765,-0.7774828061418168,1.5934435979977215,左,seq_hotel
72,71,2810,112.4,0.9297311439335566,8.508703316270442,0.8799999999999991,1.462500000000007,右,seq_hotel
75,76,2860,114.4,0.608276253029822,16.19031096693803,-0.5513463593993536,1.167596355766846,左,seq_hotel
76,75,2840,113.6,0.9780081799248922,32.790514438927204,0.3979842101181088,1.1036870027321914,右,seq_hotel
