frame,t,follower,leader,dist,lateral,angle,v_follower,v_leader,_seg,scene
630,25.2,10,11,1.0051652218562699,0.14891047058153267,8.519457358284393,0.9192396337120473,1.303547331204747,6,zara02
640,25.6,10,11,1.1185812660643366,0.0647491516648841,3.3184249690541225,0.956650035992863,1.3175195476686266,6,zara02
650,26.0,10,11,1.2255243384081163,0.08886253227954044,4.158155014128831,1.0146289897821779,1.3175195476693395,6,zara02
660,26.4,10,11,1.331027009678045,0.08939252115863597,3.850915376063082,1.044376935611611,1.3224839922167657,6,zara02
670,26.8,10,11,1.4387652168879308,0.20794470972095458,8.31006239413042,1.08219528086914,1.3303719341847224,6,zara02
680,27.2,10,11,1.5355181843582135,0.31241829218634465,11.739430916497664,1.1029335262463413,1.3303719341847222,6,zara02
690,27.6,10,11,1.6332216148115415,0.32209962394148184,11.374283672673748,1.0998376365433629,1.3303273467047394,6,zara02
700,28.0,10,11,1.7284078976874888,0.192445472057506,6.392717787052947,1.0955730856292973,1.2940939297042344,6,zara02
710,28.4,10,11,1.7887093131206928,0.03642178219288272,1.166739959911256,1.097985228666433,1.248571647099675,6,zara02
720,28.8,10,11,1.8425624372796505,0.010031922314611141,0.31195124636331556,1.0979164509865242,1.1249181110691036,6,zara02
730,29.2,10,11,1.8106545487280203,0.0889188470790872,2.814852042403946,1.0532838270986868,0.9997678248782939,6,zara02
740,29.6,10,11,1.7812468952405098,0.19435990516064838,6.264274223457954,1.0171830241784883,0.9732424791946129,6,zara02
750,30.0,10,11,1.7536477110077633,0.13465070680601388,4.403688437633323,1.017424444818417,0.9734015339833858,6,zara02
560,22.4,12,7,2.0841664255421426,0.5323038158557039,14.797507563337735,0.8631698966429008,0.9172348265093179,12,zara02
570,22.8,12,7,1.7498529003798406,0.09910740702559706,3.2468308763659115,0.8631698966417473,1.178931476208868,12,zara02
580,23.2,12,7,1.6490779096830726,0.3088909393836886,10.795916586553835,0.9454284771028335,1.3007407563583668,12,zara02
440,17.6,12,9,2.79317321291126,0.2866338616644012,5.890029367402955,1.2987464571741072,1.1529997992575285,14,zara02
450,18.0,12,9,2.737954754054192,0.3262557951627026,6.843649609618757,1.2989555185132595,1.1402473093338765,14,zara02
460,18.4,12,9,2.673958471308849,0.383898365218054,8.254439708558348,1.2989555185021646,1.1200638332040744,14,zara02
470,18.8,12,9,2.6060237498407717,0.34804340985084814,7.674980059087359,1.2167224857088268,1.1121260510415485,14,zara02
480,19.2,12,9,2.5977668184279503,0.256271783763603,5.661483038079345,1.137073154097308,1.1121296921509893,14,zara02
490,19.6,12,9,2.590100126938588,0.2867536880988472,6.356327986510887,1.137073154085859,1.1094578882627115,14,zara02
500,20.0,12,9,2.580636541783707,0.308124667625435,6.857401562629814,1.1363895138553382,1.0949789107546595,14,zara02
510,20.4,12,9,2.563040714371696,0.22874507896477633,5.120320113854564,1.1314715503717812,1.0833559994319326,14,zara02
520,20.8,12,9,2.544757779453012,0.12438493661312891,2.8016704836221735,1.1292399309062626,1.0833559994194362,14,zara02
530,21.2,12,9,2.5267079520635987,0.12820916952433342,2.9085277525602313,1.1295029902679352,1.083625467316536,14,zara02
540,21.6,12,9,2.508456998437122,0.1320284626565775,3.017062181087431,1.129502990255598,1.086054225051403,14,zara02
550,22.0,12,9,2.4924607590976064,0.25136223674832847,5.788063181113942,0.9947162025688177,1.1095628309454797,14,zara02
560,22.4,12,9,2.6047325858961714,0.47015958760218246,10.399004516690699,0.8631698966429008,1.1313432046362917,14,zara02
570,22.8,12,9,2.7180598809276115,0.5416525748402535,11.494806970434466,0.8631698966417473,1.1316057138845845,14,zara02
580,23.2,12,9,2.8324804934303764,0.5124015321410064,10.422306154660726,0.9454284771028335,1.1316057138845843,14,zara02
590,23.6,12,9,2.8776643581607333,0.4707775948917449,9.415747880771692,1.0287434032215277,1.1546685242236503,14,zara02
600,24.0,12,9,2.9403955139725997,0.21017705297194736,4.098950705009365,1.0679935902174538,1.2346755851725735,14,zara02
450,18.0,13,8,2.9923975349830148,0.23933716666435612,4.587516248462106,1.251983583731783,1.0279672052815574,16,zara02
460,18.4,13,8,2.901583105617656,0.2801747965211668,5.54107303411263,1.2519835837315905,1.0203919029398114,16,zara02
470,18.8,13,8,2.811818975288553,0.2881855457141792,5.882619335863135,1.2709232649944635,1.0592142302123613,16,zara02
480,19.2,13,8,2.7371130057623123,0.24003948354332214,5.031191567383834,1.3192559733600218,1.1367859861562026,16,zara02
490,19.6,13,8,2.6686193886350518,0.20609415176273965,4.429292079716648,1.3488076950862664,1.1755144149615067,16,zara02
500,20.0,13,8,2.599994018107706,0.18626095252563113,4.10813097518542,1.326118954804991,1.1755144149738774,16,zara02
510,20.4,13,8,2.54881022443818,0.029549493679334377,0.6642704064269581,1.2144798019943246,1.1755176326250778,16,zara02
520,20.8,13,8,2.567357248255395,0.16674964156170746,3.7239775522886833,1.1290033059088722,1.1540532728658088,16,zara02
