frame,t,ped_id,x,y,speed,r_k,k_density,q,scene
0,0.0,1,13.4487205051,3.93788669527,1.2838371687500016,2.026764534382138,0.23246886208222536,0.29845216571817884,zara01
0,0.0,2,13.3434879503,4.43907227467,1.2956111464005922,1.6759798486932513,0.3399646782559595,0.44046202653091215,zara01
0,0.0,3,11.9123252048,4.43907227467,1.036038564183495,1.6160747209774808,0.3656356286163985,0.3788126116860631,zara01
0,0.0,4,11.828139161,5.15505167381,1.1231987232385037,2.026764534382138,0.23246886208222536,0.26110872908346333,zara01
0,0.0,5,8.7132555385,4.4152062947,0.8912162594752301,3.199158688599351,0.0933039040424676,0.08315395635516377,zara01
0,0.0,6,8.12395323155,3.46056709585,1.2221728261992033,3.9127016999362034,0.06237605497323404,0.07623431939379433,zara01
0,0.0,7,6.31395328877,3.84242277539,1.238919931194491,4.02766907227647,0.05886590452502497,0.07293014238384542,zara01
0,0.0,8,4.33558125829,7.35072183117,0.5795614217744074,5.430015292106873,0.0323868922729511,0.018770193332566108,zara01
10,0.4,1,12.9351856376,3.93788669527,1.2838371687500025,2.008081034692999,0.23681483951681873,0.3040316930832588,zara01
10,0.4,2,12.8253228504,4.43000320228,1.2953533612863692,1.6408140657049477,0.3546930194334196,0.45945279494789154,zara01
10,0.4,3,11.5046542875,4.51353413218,1.0363509961119386,1.5420084031029089,0.4016038811633171,0.41620258228602425,zara01
10,0.4,4,11.3823740588,5.21113672674,1.122974988775124,2.008081034692999,0.23681483951681873,0.2659371417481823,zara01
10,0.4,5,8.36051601476,4.36365577796,0.8909559440994474,3.13844706771905,0.09694864986313538,0.08637697586797655,zara01
10,0.4,6,8.61075903011,3.4156990535,1.221883505636687,3.09513676930837,0.0996808408669612,0.12179837528333529,zara01
10,0.4,7,6.78539513433,3.68968050357,1.2389199311944912,4.2221925312706565,0.0535667522196417,0.06636491697427085,zara01
10,0.4,8,4.5544649723,7.27435069527,0.5795614217785264,5.598456392253049,0.030467357079665688,0.017657704786925098,zara01
20,0.8,1,12.4216507701,3.93788669527,1.2701352323496253,1.99311075319059,0.2403856383508183,0.3053222686202296,zara01
20,0.8,2,12.3073682156,4.42069547009,1.2635878256817072,1.611029146181656,0.3679294801491838,0.46491121182590806,zara01
20,0.8,3,11.096772905,4.58823464949,1.036350996111935,1.4758908560561217,0.43839228019538923,0.45432827626827416,zara01
20,0.8,4,10.9368194217,5.26746043948,1.1229749887751241,1.99311075319059,0.2403856383508183,0.26994705952871123,zara01
20,0.8,5,8.00798695614,4.31210526122,0.8909991454972604,3.0807082185670325,0.1006167413176176,0.08964943053671617,zara01
20,0.8,6,9.09735436356,3.37106967095,1.221883505647992,2.3407616471649435,0.17428379015201945,0.2129544884885685,zara01
20,0.8,7,7.25683697989,3.53693823175,1.249032146412392,3.981247551572666,0.060246665780922984,0.07525002227453624,zara01
20,0.8,8,4.77334868631,7.19797955936,0.5174751297284342,5.774276092368676,0.028640216133970338,0.014820599559376696,zara01
20,0.8,9,15.2423041693,3.6682011216,1.4801977611283896,4.246397432616321,0.05295782069136426,0.07838804762159608,zara01
30,1.2,1,11.9192705534,3.95769545865,1.243981864620115,1.976195315624874,0.24451845949927145,0.30417652918194177,zara01
30,1.2,2,11.8144589288,4.43358309928,1.1869634923045707,1.5948143531778753,0.3754491373346221,0.4456444192334414,zara01
30,1.2,3,10.6891019877,4.662696507,1.032204732609467,1.4178650070479182,0.47500875418627503,0.49030628410200006,zara01
30,1.2,4,10.4910543195,5.32354549241,1.0867579802755059,1.976195315624874,0.24451845949927145,0.26573238718550635,zara01
30,1.2,5,7.65524743241,4.26031608468,0.8980846969454456,3.02857350485818,0.10411064683083751,0.09350017870786702,zara01
