frame,t,ped_id,x,y,speed,r_k,k_density,q,scene
0,0.0,1,9.0499997139,6.03809293275,0.958373664222879,2.667084068799433,0.13424495434704836,0.12865682880101384,students03
0,0.0,2,11.3440694088,7.39845379112,0.9281638131415035,2.399155087082388,0.16590318994937772,0.1539853373957536,students03
0,0.0,3,6.08244166818,3.60376297567,1.235121849333777,2.195427243689919,0.19812226468458036,0.24470513795141494,students03
0,0.0,4,2.27302318396,6.20515479255,0.5387626945009688,2.3979890922100853,0.16606456624500615,0.08946939317129414,students03
0,0.0,5,13.6802321257,6.53927851215,1.8186524661510208,1.6621789345129498,0.3456335038359834,0.6285872241357295,students03
0,0.0,6,14.1222088559,5.56077333332,0.6380105652933957,2.3028011182924693,0.18007711267764276,0.11489110045586537,students03
0,0.0,7,13.6591856147,2.38659799713,1.011322640271257,3.2077686304919584,0.09280370395682014,0.09385448691256344,students03
0,0.0,8,14.0801158339,3.19804131616,0.9009182480817637,3.0829008007016547,0.10047367345147167,0.09051856586423906,students03
0,0.0,9,14.3537204765,7.85190741057,0.5920502778240763,2.3028011182924693,0.18007711267764276,0.10661470459055589,students03
0,0.0,10,1.07337205909,8.28149505006,0.6774994558668697,1.2518343114887958,0.6093652441921463,0.4128446213643613,students03
0,0.0,11,0.883953460427,7.89963937052,0.4076972975386176,0.8539705490598137,1.3094399754493207,0.5338551392797218,students03
0,0.0,12,0.484069752139,7.87577339054,0.4772099238985432,0.7154629787637048,1.865507714469979,0.8902387944543639,students03
0,0.0,13,0.210465109626,7.37458781115,0.4760894551072908,1.2518343114887958,0.6093652441921463,0.29011236706876015,students03
0,0.0,14,11.4493019636,9.4986600286,0.11733875604889589,2.1028409665354233,0.2159526430392527,0.02533961449969717,students03
0,0.0,15,10.8389531457,9.23613424891,0.45400575349073286,1.9058362742353745,0.26290582260617434,0.11936075608941712,students03
0,0.0,16,10.2286043278,9.52252600857,0.5184641304167236,2.399155087082388,0.16590318994937772,0.08601485311046464,students03
0,0.0,21,9.78662759759,1.52742271817,0.14127331535108922,3.0632668645025705,0.10176576829560843,0.014376787476371368,students03
0,0.0,22,9.32360435641,0.477319599427,0.32333866187887816,3.840903566447321,0.06472984619385015,0.020929661851945103,students03
0,0.0,25,10.9652322115,12.8637632046,0.5336271189146254,3.629826200056945,0.07247691845867606,0.03867564918491354,students03
0,0.0,213,4.39872079117,11.2647425465,0.826896032227066,1.273447718051589,0.5888560521257139,0.48692273305564715,students03
0,0.0,214,3.95674406096,11.2408765665,0.6733488380577686,1.275530141638113,0.5869348952524716,0.3952119297338098,students03
0,0.0,215,4.67232543369,10.1907734478,0.7266789952183967,1.2707372902774277,0.5913707401980267,0.4297366952886616,students03
0,0.0,216,4.25139521444,9.99984560799,0.7729982414197651,1.275530141638113,0.5869348952524716,0.45369964185805456,students03
0,0.0,217,7.68197650133,4.70159805435,0.07757363425846006,1.9125130248235627,0.2610733722844226,0.020252410296214583,students03
0,0.0,218,3.70418592941,3.69922689556,0.2708214123436674,3.6274075560303536,0.07257360145011765,0.019654485243587292,students03
0,0.0,219,7.30313930401,3.2457732761,0.0815315470545575,1.504308281915623,0.42198565619476874,0.03440514338439211,students03
0,0.0,220,8.2081392754,4.15268051501,0.062045339221582924,2.0648266229588383,0.22397740039623573,0.013896753785552747,students03
0,0.0,273,15.0061623163,7.54164967095,0.42133782358554245,2.169157621090633,0.2029500487558284,0.08551053183936046,students03
0,0.0,409,11.3019763869,4.53453619456,0.3939511420848438,3.001145422030087,0.1060223197385244,0.04176761394747616,students03
10,0.4,1,9.42546946947,6.11541870786,0.9584338841210923,2.4929859162977963,0.15364970541808692,0.1472630839579187,students03
10,0.4,2,11.7151193971,7.38580482173,0.9281536971423918,2.145316056633545,0.2074860082443888,0.19257890565734626,students03
10,0.4,3,6.36088700821,4.01187123318,1.234727147197751,1.8289095361214582,0.28548739203201373,0.3524990331246143,students03
10,0.4,4,2.45718015488,6.31708623862,0.5386078075680696,2.3420417844563826,0.17409331856740579,0.09376802062583993,students03
10,0.4,5,12.9598100554,6.64023160743,1.818652466027232,1.956010448877357,0.24959106901880557,0.4539194131694238,students03
10,0.4,6,13.8816472356,5.64597488182,0.6380105652933947,2.352579076062938,0.17253726993306018,0.11008060112417076,students03
10,0.4,7,13.287293766,2.54578408354,1.0109634049227465,3.1566499699151858,0.09583375997690323,0.09688442429279932,students03
10,0.4,8,13.7339007286,3.29803977224,0.90100107591302,2.7341027376255584,0.1277443563830972,0.11509780254298685,students03
10,0.4,9,14.2853193158,8.0786342203,0.5920502777879727,2.4659242902868987,0.1570405851541414,0.0929759220644952,students03
10,0.4,10,1.34403019007,8.29509865864,0.6772367062767186,1.2879875563184016,0.575636133850596,0.38984191930284195,students03
10,0.4,11,1.04685345528,7.89200225692,0.4077113772197639,0.8024503769652057,1.482979034320814,0.6046274244709746,students03
10,0.4,12,0.669489513719,7.92111875249,0.4772808802800557,0.7712756279411582,1.6052850679709008,0.7661718703415806,students03
10,0.4,13,0.393990685219,7.42542234848,0.4763429954294432,1.2879875563184016,0.575636133850596,0.2742002402758168,students03
10,0.4,14,11.4913949856,9.51942343117,0.11733875594232279,2.145316056633545,0.2074860082443888,0.02434615008283511,students03
10,0.4,15,11.0203740702,9.22801981572,0.4540191811824761,1.9688644324409343,0.24634273282571906,0.11184432584778643,students03
10,0.4,16,10.4321240888,9.48266982201,0.5181486765480312,2.458235096673842,0.15802454635416383,0.08188020955551299,students03
10,0.4,21,9.83166713105,1.56155106953,0.14148308787535907,3.075296220181425,0.10097118963698533,0.01428571569628914,students03
10,0.4,22,9.37348458739,0.596649499284,0.32333866187772503,3.7549237566730937,0.0677281379596898,0.02189912549935605,students03
10,0.4,23,0.840597647844,3.95339958225,0.5956832910073919,3.5006284961824425,0.07792545280188,0.04641889017826507,students03
10,0.4,25,10.9885938387,12.6515946426,0.5741976504805472,3.423722327870736,0.08146560963160601,0.046777361645433606,students03
10,0.4,213,4.2614975397,11.5656925539,0.8268960323459894,1.2638400234539748,0.5978430335647046,0.49435403242034437,students03
10,0.4,214,3.81867894905,11.4721379124,0.6734837330925187,1.2698450628611435,0.5922020582368882,0.39883845292645265,students03
10,0.4,215,4.60224055218,10.472869331,0.726742472692157,1.2698450628611435,0.5922020582368882,0.4303783881364609,students03
10,0.4,216,4.19393823951,10.303659533,0.7726562523197487,1.2638400234539748,0.5978430335647046,0.4619271577895743,students03
10,0.4,217,7.70765324471,4.71902021973,0.07757363424811593,1.5211308244050108,0.41270359120080075,0.03201491743669487,students03
10,0.4,218,3.60547779299,3.7438562781,0.2709444530250572,2.817818286441971,0.1202667058513691,0.03258559683402465,students03
