frame,t,ped_id,x,y,speed,r_k,k_density,q,scene
0,0.0,1,14.9352355744,5.30707796623,1.1026557291175385,0.5737241754008349,0.9670386375561033,1.0663106939792562,zara02
0,0.0,2,15.1821111479,5.82496973161,0.8836883804929131,0.5737241754008349,0.9670386375561033,0.8545608074960261,zara02
10,0.4,1,14.4947320999,5.3292733276,1.1026557289926975,0.5906203276879639,0.9125009953488468,1.0061744502329446,zara02
10,0.4,2,14.8287402289,5.81637797882,0.8834181739412215,0.5906203276879639,0.9125009953488468,0.8061199630306253,zara02
20,0.8,1,14.0542286255,5.35146868897,1.1026557289933263,0.6212731701851996,0.824678988298385,0.9093370110276345,zara02
20,0.8,2,14.4755797749,5.80802488583,0.8834181739412251,0.6212731701851996,0.824678988298385,0.7285364059302563,zara02
30,1.2,1,13.613725151,5.37366405035,1.103312217106535,0.6632005653823839,0.7237029646939732,0.79847032250308,zara02
30,1.2,2,14.1222088559,5.79943313304,0.9871432288340292,0.6632005653823839,0.7237029646939732,0.7143984812847681,zara02
40,1.6,1,13.1725902812,5.39371147352,1.1094341763490165,0.7032917035701647,0.6435453235802074,0.7139711760094688,zara02
40,1.6,2,13.6884402649,5.87174705235,1.0991280957671057,0.7032917035701647,0.6435453235802074,0.7073387460465392,zara02
50,2.0,1,12.7264042488,5.39371147352,1.115465081,0.7630029165336712,0.5467612544585659,0.6098930869922858,zara02
50,2.0,2,13.2548821391,5.94406097166,1.099128095645869,0.7630029165336712,0.5467612544585659,0.60096065638599,zara02
60,2.4,1,12.2802182164,5.39371147352,1.115465081,0.824789361840948,0.467911830400132,0.5219393077981415,zara02
60,2.4,2,12.8211135482,6.01637489098,1.1305309064536677,0.824789361840948,0.467911830400132,0.5289887857626561,zara02
70,2.8,1,11.834032184,5.39371147352,1.115465081,9.407102719271075,0.007193965495197017,0.008024617303811146,zara02
70,2.8,2,12.3583007721,6.06291355192,1.1775342663723685,10.219440979401988,0.006095731697332182,0.007177932952220843,zara02
70,2.8,3,4.03819405839,0.128876291845,2.2537128521029746,10.219440979401988,0.006095731697332182,0.013738028869249018,zara02
80,3.2,1,11.3878461516,5.39371147352,1.0973241848768995,8.260235673881846,0.009330292226593552,0.010238355312210042,zara02
80,3.2,2,11.8826496243,6.09823520228,1.1921397161395337,9.062689365528499,0.007751146305033664,0.009240449355838828,zara02
