frame,t,ped_id,x,y,speed,r_k,k_density,q,scene
50,2.0,2,10.31,5.97,2.316246964380094,2.2692069099136813,0.06181614708480586,0.14318146303485496,seq_eth
50,2.0,3,12.49,6.6,1.4391837964624272,2.2692069099136813,0.06181614708480586,0.0889647972441907,seq_eth
60,2.4,2,9.57,6.24,2.0284307358152507,2.4285386552410477,0.053970952928853275,0.1094763397621241,seq_eth
60,2.4,3,11.94,6.77,1.849493173818169,2.4285386552410477,0.053970952928853275,0.09981890902637584,seq_eth
70,2.8,2,8.73,6.34,2.0632574366762846,10.124988888882793,0.00931498739263927,0.01921921701040881,seq_eth
70,2.8,3,11.03,6.84,2.1630779574485945,12.470581381796118,0.006140418624466595,0.01328220417609051,seq_eth
70,2.8,4,-1.32,5.11,2.4781545553092506,12.470581381796118,0.006140418624466595,0.015216906385727653,seq_eth
70,2.8,5,-1.48,4.43,2.4781545553092506,12.740023547858929,0.005883434469431441,0.014580059931284988,seq_eth
70,2.8,6,11.84,5.82,2.338402232294518,13.179138818602677,0.005497906085112544,0.012856315862372788,seq_eth
80,3.2,2,7.94,6.5,1.9811612756158958,8.3944326788652,0.013551540924430365,0.026847788104405478,seq_eth
80,3.2,3,10.21,6.81,2.087537424814224,10.684292208658466,0.008365268164274188,0.01746281036152935,seq_eth
80,3.2,4,-0.33,5.06,2.603633278708812,10.684292208658466,0.008365268164274188,0.02178009057782765,seq_eth
80,3.2,5,-0.49,4.38,2.6119915773217945,10.972460981931082,0.007931645431420867,0.020717391061174196,seq_eth
80,3.2,6,10.91,5.92,2.30166380038441,11.272852345347205,0.00751456326194921,0.017295998235727087,seq_eth
90,3.6,2,7.17,6.62,1.8512242570796245,6.611542936410532,0.021845688499888403,0.04044126846359881,seq_eth
90,3.6,3,9.36,6.85,2.025617189895467,8.79673234786645,0.012340382625934444,0.02499689117698017,seq_eth
90,3.6,4,0.76,5.0,2.6211280968315918,8.79673234786645,0.012340382625934444,0.03234572362648919,seq_eth
90,3.6,5,0.6,4.23,2.6311238093255906,9.143412929535668,0.011422330309697996,0.030053565235827744,seq_eth
90,3.6,6,10.0,5.89,2.27843147801289,9.282763597119125,0.011081965685750005,0.025249499456671515,seq_eth
100,4.0,2,6.47,6.68,1.6564740414506929,5.0386704595557745,0.03761312966462262,0.06230517290716638,seq_eth
100,4.0,3,8.59,6.85,1.9750395565658911,7.105666752670012,0.018913056090776925,0.037354033914833884,seq_eth
100,4.0,4,1.76,4.89,2.571295879512896,7.105666752670012,0.018913056090776925,0.04863106319521099,seq_eth
100,4.0,5,1.6,4.13,2.595217958091381,7.500566645260877,0.016973962308831057,0.044051131803844595,seq_eth
100,4.0,6,9.09,6.02,2.220430701463118,7.416589512707306,0.01736052668175669,0.038547846437742186,seq_eth
110,4.4,2,5.86,6.82,1.5825710884506883,3.6417852764818526,0.0720016933747057,0.11394779825430071,seq_eth
110,4.4,3,7.78,6.84,2.0375383431974945,5.361063327363333,0.03322534562302536,0.06769791567290322,seq_eth
110,4.4,4,2.81,4.83,2.554407954888961,5.361063327363333,0.03322534562302536,0.0848710871633911,seq_eth
110,4.4,5,2.67,4.07,2.6285987236548687,5.8124865591242445,0.028264900356707773,0.0742970810018741,seq_eth
110,4.4,6,8.23,6.04,2.11874078169086,5.553422368233845,0.030963494708301485,0.06560361898214749,seq_eth
120,4.8,2,5.24,6.98,1.3084461204038955,2.637745249261195,0.13724789205504284,0.17958147189303345,seq_eth
120,4.8,3,6.96,6.84,1.8732074764958655,3.777631533117014,0.06691634200282905,0.1253481921394537,seq_eth
120,4.8,4,3.8,4.77,2.7056653525519363,3.777631533117014,0.06691634200282905,0.1810532280765704,seq_eth
120,4.8,5,3.7,4.02,2.6002704186295698,4.269297366077936,0.05239122717255112,0.1362313582124864,seq_eth
120,4.8,6,7.4,6.15,2.1419179489420253,3.8554377183401636,0.06424273152978738,0.13760265975271535,seq_eth
130,5.2,2,4.87,7.16,1.181167325149153,2.4720234626718245,0.15626661515511175,0.18457701983287544,seq_eth
130,5.2,3,6.29,7.0,1.7062385530751556,2.6605450569385214,0.1349056521228187,0.23018122467969845,seq_eth
130,5.2,4,4.97,4.69,2.7139109233723953,2.4720234626718245,0.15626661515511175,0.4240936738278881,seq_eth
130,5.2,5,4.75,4.04,2.575485391144746,3.122306839501845,0.097953559263845,0.25227796089466387,seq_eth
130,5.2,6,6.52,6.15,2.12632311749649,2.129342621561875,0.2106106302356305,0.4478262518605264,seq_eth
140,5.6,2,4.51,7.58,0.8555882479323815,3.2289317118824297,0.09159118152228778,0.07836433852471092,seq_eth
140,5.6,3,5.62,7.1,1.5383127932901055,2.42538656712698,0.16233398360414325,0.2497204437639998,seq_eth
140,5.6,4,5.97,4.7,2.5001249968751544,2.42538656712698,0.16233398360414325,0.40585525025104,seq_eth
140,5.6,5,5.76,4.06,2.5124999999999984,3.0432219767871027,0.10311079110173325,0.25906586264310466,seq_eth
140,5.6,6,5.7,6.21,1.9510013454634019,1.814662503056698,0.2899877493323328,0.565766489115285,seq_eth
150,6.0,2,4.2,7.3,0.7186141175902397,3.8196596707036607,0.06545186764392741,0.04703463611157406,seq_eth
150,6.0,3,5.06,7.04,1.169201116147259,3.0438462510448847,0.10306850065314324,0.12050780600327958,seq_eth
150,6.0,4,6.97,4.67,2.7056076027391667,3.0438462510448847,0.10306850065314324,0.2788629189700711,seq_eth
150,6.0,5,6.76,4.04,2.5786685033171657,3.448187929913334,0.08031368028186474,0.2071023577283295,seq_eth
150,6.0,6,4.96,6.1,2.0250385798794044,2.4667792767088015,0.15693174339381633,0.3177928347802129,seq_eth
150,6.0,7,12.09,5.87,3.3657280044590614,7.126696289305445,0.018801603049261307,0.06328108191162166,seq_eth
160,6.4,2,3.95,7.71,1.150067932776148,5.000649957755491,0.03818725765506457,0.04391794046975024,seq_eth
160,6.4,3,4.69,7.0,0.8882919002219918,3.9959229221795547,0.05980495625783613,0.05312425823696635,seq_eth
160,6.4,4,8.12,4.95,2.708551273282456,3.9959229221795547,0.05980495625783613,0.16198479042076364,seq_eth
160,6.4,5,7.82,4.17,2.621128096831594,4.21969193188318,0.05363025859839895,0.14057177765260767,seq_eth
160,6.4,6,4.08,6.2,2.0662844068520676,4.228959682948041,0.0533954550998581,0.11033019626960651,seq_eth
